"","AMP","ANDC","AWL","BEMA","BYPA","CAUS","CONC","COND","CONJ","CONT","DEMO","DEMP","DPAR","DWNT","EMPH","EX","FPP1","GER","HDG","INPR","JJ","NEMD","NN","NOMZ","OSUB","PASS","PASTP","PEAS","PHC","PIN","PIRE","PIT","PLACE","POMD","PRED","PRESP","PRIV","PRMD","PROD","PUBV","RB","SERE","SMP","SPAU","SPIN","SPP2","STPR","SUAV","SYNE","THAC","THATD","THVC","TIME","TO","TOBJ","TPP3","TSUB","TTR","VBD","VPRT","WHCL","WHOBJ","WHQU","WHSUB","WZPAST","WZPRES","XX0"
"NN",-0.317451319346231,-0.350967710047817,0.755551275698884,-0.619497083708413,0.409164052098813,-0.358544146186491,-0.0116446663757562,-0.41301643898491,0.23083531081175,-0.743689900633657,-0.45813656202292,-0.671305625683417,-0.582700115821684,0.218289678940584,-0.557541513989912,-0.382415608793149,-0.686872256142941,0.272105487109909,-0.539901208721216,-0.0566809065955722,0.596781391433449,-0.0768462772316454,1,0.446442667643497,0.0615496420697576,0.381103342856334,0.216290106968856,0.333754432198858,0.545684564010663,0.706951470266706,0.169227597492754,-0.604768392050342,0.158039710693524,-0.294849726957532,-0.32098474811419,0.20583939870019,-0.716786539869444,-0.242121271261089,-0.575369446277352,0.0922147451723863,-0.681822064423702,0.229980329452295,0.0596933226867442,0.0919065562949051,-0.0483322942193631,-0.681180507076483,-0.451339936860194,0.100773750672931,-0.079192300189651,-0.0888477198112418,-0.538572743609713,-0.111192504844796,0.114412992890171,-0.223098749167575,-0.0677187403027493,-0.288905273476686,0.188035418072238,0.668291570493239,-0.104505670388266,-0.645211904109545,-0.523665982495224,-0.0546640828893961,-0.440361398562566,0.145035907669902,0.472945738016893,0.109035847318359,-0.690941661406782
"NOMZ",-0.157629686041701,-0.313161187886229,0.806336924942671,-0.395634320621441,0.447599638047224,-0.203285112368773,-0.122941688250231,-0.124824305519612,0.499829383786553,-0.670783415672557,-0.0712453032242232,-0.450238510394341,-0.549642962442854,0.227808946028601,-0.505314602537713,-0.270389125282378,-0.510293508695337,0.22839705111271,-0.499041168216493,-0.150473220428552,0.590491908372113,0.198186556689625,0.446442667643497,1,0.115558569024339,0.556000694248302,0.110159638320116,0.324811569249456,0.53290924382657,0.62149644564018,0.405399699233817,-0.565552429522171,-0.180344304689712,-0.0387163056185394,-0.0769459247600987,-0.00631088324171352,-0.495146332771255,-0.0522732980410119,-0.406650034128591,0.0431885901426788,-0.534748405873301,0.145778644202657,0.0276122649595718,0.265491952005365,0.0849335015508506,-0.421504607984383,-0.410428767836975,0.346081660981075,-0.0274903159298975,0.108860942063395,-0.5056272018196,0.156559258638847,-0.181880008600112,0.0808537298831305,0.158736247308609,-0.449913285060768,0.267305591634533,0.434787803453145,-0.358586009606688,-0.432423863633397,-0.399936803588722,0.0583475683236852,-0.299081784683973,0.250156759107365,0.541629055064675,0.00824093825969158,-0.452543716095706
"OSUB",-0.0765149479845229,-0.103305073405637,0.127024855520496,-0.0477870956877334,0.0653476842445474,-0.0393786939440473,0.0303004612339602,0.0457923782229229,0.204673548187215,-0.180303079728083,-0.0701544964101584,-0.177175573078917,-0.189238971400011,0.117689534249448,-0.0758467049883101,-0.0623281178807807,-0.127287593376326,0.07958639227644,-0.142380016849325,-0.0787495137735489,0.109784396623814,0.0229978426785487,0.0615496420697576,0.115558569024339,1,0.0450593144742987,-0.0399654788692093,0.0993795999536934,0.071757622269733,0.151569183235175,0.154271400358474,-0.149298597055987,-0.0791593424245881,0.123880372699218,0.0253740591356253,0.0186125868694102,-0.148349608452466,0.000935278888053431,-0.0690161970939021,0.0136361162893885,-0.00586512173869665,0.0595361906811187,0.0369761680065939,0.172393258221097,0.0203538708231176,-0.0582838224352905,-0.176088921247682,0.068646284680289,-0.0647450887489335,0.0512452940262398,-0.159069745053425,0.00158234009319972,-0.00397554896097829,0.0327268220414368,0.0460880512972958,-0.00481803696294005,0.0587176878263145,0.147369604948832,-0.0955346022891938,-0.0814668675096176,-0.108478942332695,0.0111490077984556,-0.0951741429456976,0.00383233408827773,0.0945665407161058,-0.0566468623643542,-0.109095723571685
"PASS",-0.166696256761213,-0.176867630489316,0.527646915832245,-0.298716688901381,0.449142908445351,-0.13028047881021,-0.00792549660584242,-0.122500597876077,0.40894522263769,-0.507932818164454,-0.101674200532635,-0.376046625889995,-0.386753737339778,0.120915732910673,-0.407304440675192,-0.207287672897621,-0.450356288463485,0.112473868739936,-0.365726703635016,-0.0852897090352254,0.331383339370966,0.195382609098803,0.381103342856334,0.556000694248302,0.0450593144742987,1,0.0814625963744526,0.175364489426352,0.340777810887549,0.439280752974345,0.305364187314957,-0.396875557349284,-0.098604696287965,-0.0670110250108354,0.00581679487445674,-0.0796290631071178,-0.36054124892626,-0.131761862717319,-0.344570427069234,0.0179174195600318,-0.433174602838465,0.103069059769485,-0.00487754322548255,0.225441703506821,-0.00808140832026158,-0.36632882666447,-0.337263052559107,0.259920241361991,0.0118903687964558,0.0547871459644289,-0.353093050511416,0.066424066629324,-0.14048787440262,-0.0220144763939615,0.0741898482369818,-0.253551637059871,0.156621963424861,0.305747040654161,-0.115219844030898,-0.378000373921231,-0.306055073848403,0.0222246278395803,-0.237186454558528,0.205389577872021,0.500455970705824,-0.0178975545123059,-0.296988294839769
"PASTP",-0.0619657543642906,0.0333811292423133,0.180293301706405,-0.287158900442749,0.154781011489916,-0.154075240562633,-0.0137626548940844,-0.225748020054463,-0.000760428402757351,-0.200298512654511,-0.0836949384300442,-0.147992862071852,-0.132839247174689,-0.0207786011847849,-0.215617517841605,-0.0243797780224299,-0.182282598099062,0.0281725822940459,-0.164719737735435,0.0412928940633528,0.123938301506968,-0.110423165493877,0.216290106968856,0.110159638320116,-0.0399654788692093,0.0814625963744526,1,-0.0037001828867914,0.107321826957896,0.229930059784196,-0.00333590989135005,-0.150461151384398,0.107592452394752,-0.142252789779058,-0.243756335073674,0.216643164832413,-0.224670592808765,-0.0960356962860804,-0.143772431817448,-0.027392419673461,-0.234427925534052,0.0990389077621333,-0.0103199770246299,-0.102583748648133,-0.0612965639101687,-0.198966572472539,-0.00409054232019532,-0.041537513033691,-0.098530242226343,-0.00474775497154303,-0.200001735324067,-0.00487986429911662,0.0258406310201442,-0.154290335149173,-0.0115093494496222,-0.0630755209652539,-0.0126683578089852,0.116364358010263,0.0827062067756662,-0.298216351103048,-0.195706656983101,0.000376702901609231,-0.140799931511198,0.0194601766949474,0.0815840235716707,-0.0619955804432787,-0.25300048665393
"PEAS",-0.123862234305501,-0.249247769233924,0.475180624293769,-0.232056354790452,0.212422450049115,-0.1233775065001,0.000478904855707587,-0.210852152213581,0.192702998373254,-0.513114505928058,-0.113612862199357,-0.40105472043777,-0.355755277923997,0.264769716570937,-0.295595889468009,-0.201288318135991,-0.282825611422633,0.0776716794892333,-0.422968069142063,0.0939603376272157,0.409493842992029,0.0778310281828039,0.333754432198858,0.324811569249456,0.0993795999536934,0.175364489426352,-0.0037001828867914,1,0.351041709494679,0.465868371226849,0.143215233001489,-0.362572972160862,0.0392604222111758,-0.0982502383699894,-0.000320742545462821,0.0122391339171635,-0.373558651564831,0.0177810554037688,-0.344693494172713,0.151700319960914,-0.199371093486641,0.168056493937267,0.225451102405148,0.392042903475684,0.0118798601228376,-0.44702094480495,-0.361900790552607,0.169311962507248,0.134072845155051,0.117812070923121,-0.298512579523281,0.147909369103186,0.149275441485553,0.0593141269772199,0.156349671151278,-0.0439887292739968,0.26998012006953,0.490918318509756,0.0786122243439804,-0.401217205756908,-0.301666856490774,0.0560896108303023,-0.206889738220581,0.254900805434729,0.202263493851055,-0.0242709398238182,-0.248547688519948
"PHC",-0.130179416296154,-0.259004174011065,0.692447640816873,-0.322514275354935,0.395148721434507,-0.198482921898171,-0.00328056520268614,-0.322236386945264,0.340946789662377,-0.667842090153748,-0.229472722948494,-0.548974198085978,-0.51241581946795,0.235257056212961,-0.369606784328457,-0.313771028969436,-0.416006427506109,0.234392125497929,-0.50582998145501,-0.0300366868003645,0.645447093314711,0.0620266541963412,0.545684564010663,0.53290924382657,0.071757622269733,0.340777810887549,0.107321826957896,0.351041709494679,1,0.605554543941668,0.272801734863694,-0.571382773362506,-0.00187388666590105,-0.212043140432632,0.0333403932137137,0.115718984421106,-0.473575742480645,-0.202089435911704,-0.449306818926959,-0.114786936501206,-0.406934552758234,0.180166264180377,0.107171943804008,0.290206300308745,0.0235574334250576,-0.5241851277892,-0.517551929265946,0.0867853668407604,-0.00389327312308227,0.0394270703693285,-0.490192352958626,0.0229896529675407,-0.0798221773145753,-0.0760194671112587,0.0369487387524721,-0.235307090004754,0.194349781826185,0.56830163478203,-0.141430536034475,-0.490081039506575,-0.395614252297939,0.0334682616705875,-0.294348017788071,0.205279248306738,0.449656099566137,0.0298562853786748,-0.466502118385873
"PIN",-0.160991925045301,-0.334381642488467,0.812992794026482,-0.564023958895419,0.43489120628515,-0.316955460751144,0.0347651525814171,-0.365836025420885,0.465174916500805,-0.857506786087808,-0.210865514648483,-0.674197504912103,-0.663063677072331,0.309606617545579,-0.580657072080333,-0.366477944254914,-0.641380297150865,0.314574459063708,-0.637942696233533,-0.00834260836404444,0.684314628665066,0.0657190319273806,0.706951470266706,0.62149644564018,0.151569183235175,0.439280752974345,0.229930059784196,0.465868371226849,0.605554543941668,1,0.416221456433497,-0.644246244426003,0.123342334412885,-0.229359139657714,-0.230666628542878,0.169853386561308,-0.702545290702976,-0.197294227975995,-0.583662683719768,-0.0318513303605294,-0.549472871365779,0.227428588208116,0.135547395377558,0.230001296797893,0.00339770910914,-0.655410583689369,-0.44523829065569,0.214502811969427,-0.0549030864756682,0.022484082601768,-0.672214399965214,0.039562212405537,0.03551961159601,-0.0359679154822098,0.135643612769931,-0.250501006494377,0.262092343874277,0.664586407540294,-0.160866778781313,-0.673809169327927,-0.556216463878805,0.0978861196542983,-0.460768813932533,0.291574415792048,0.527370317075902,0.0701107724850779,-0.668795133978617
"PIRE",-0.0650685136006593,-0.109533233686705,0.365979577379045,-0.215884776354042,0.208923180711842,-0.159162067876972,0.0136886038218024,-0.0954704263343979,0.350990068285515,-0.363024787938663,-0.0557731111555317,-0.273912034281649,-0.298559798130278,0.149375068101424,-0.25434589765685,-0.137498625828786,-0.23955271415396,0.165156379824133,-0.24277795500819,-0.145249336379311,0.279723156199833,0.0688471460972772,0.169227597492754,0.405399699233817,0.154271400358474,0.305364187314957,-0.00333590989135005,0.143215233001489,0.272801734863694,0.416221456433497,1,-0.302163426200908,-0.137899870918289,-0.0567011037347992,-0.010206078844446,-0.0469340120041074,-0.181864050477668,-0.0984858235652975,-0.215616546334009,-0.0437726617495308,-0.234209863526695,0.176077564101537,0.039657837740171,0.0995145212640494,0.0344351211162692,-0.157428605555379,-0.225759544051263,0.18082245136475,-0.0540918217085264,0.0149825329850382,-0.261928386840418,0.0598468955979349,-0.079765011021271,-0.0283754960877668,0.066600224843309,-0.18396216292056,0.0559996781612945,0.209123601348844,-0.126120883847246,-0.249641927979862,-0.148301766751887,0.121451362618445,-0.183390379692495,0.142452304045451,0.384656391187843,-0.0099860678404288,-0.270535927300871
"PIT",0.168407862821865,0.303828655864915,-0.739761051931634,0.505276529498495,-0.410790710951863,0.27909953495176,0.0864324471592975,0.259786484692264,-0.39341031099445,0.735530399531686,0.233310608685597,0.624093123278174,0.551922598685768,-0.217915868459723,0.520414509133869,0.347792545070272,0.439270927557365,-0.232150117782363,0.550173945316916,0.0854927132028726,-0.555372557600603,-0.0967083379869842,-0.604768392050342,-0.565552429522171,-0.149298597055987,-0.396875557349284,-0.150461151384398,-0.362572972160862,-0.571382773362506,-0.644246244426003,-0.302163426200908,1,0.053362013291711,0.14607329822994,0.155217382373818,-0.176171720661461,0.515618190286638,0.123053024564111,0.47956810368419,-0.149206923702266,0.498043272526869,-0.198035004400511,-0.0830185035900663,-0.22877908875479,0.0258762569719627,0.451443430610155,0.491780931161039,-0.243832941215312,-0.0042697486349554,-0.00797804711501794,0.487464961577209,-0.0925436922563908,0.00366326686809197,0.0778818798936493,-0.134378187335505,0.143348130175876,-0.180852694909736,-0.583493412154857,0.0562137284132663,0.608557643787423,0.341716256404184,-0.0643252977042807,0.262402830904478,-0.256412973389182,-0.468320758764641,-0.0308297974545809,0.47930259109187
"PLACE",-0.0825191339810241,-0.0248880071587985,0.0168364253579026,-0.170835133171703,-0.0402957428146248,-0.133643323817165,0.0642931430557693,-0.106741978730038,-0.12837182393983,-0.0958589363016162,-0.161048084508797,-0.177438517420328,-0.0704716366564245,0.0842964639955848,-0.110135762836892,-0.0417926217167226,-0.138254754237446,0.0820093703653797,-0.113125261087974,0.194558991460268,0.0875474492641329,-0.153243094824417,0.158039710693524,-0.180344304689712,-0.0791593424245881,-0.098604696287965,0.107592452394752,0.0392604222111758,-0.00187388666590105,0.123342334412885,-0.137899870918289,0.053362013291711,1,-0.0924299563395737,-0.169263989420927,0.194470057542106,-0.23585800665915,-0.0224552241705804,-0.157022634107539,-0.0718528124100587,0.0479539310863419,-0.0474047969975284,-0.0160574922455922,-0.0302899350129144,-0.0170983388173757,-0.163835090856026,0.0308720569788911,-0.0325193887153151,0.00365743483115847,-0.0893409856145836,-0.154069406121326,-0.101244101629748,0.236734818492693,-0.096700950086541,-0.148477715719931,0.0643469218858189,0.0419463505457241,0.15327749411916,0.106856097115996,-0.164828852863557,-0.163261005986958,-0.122027070398553,-0.0782179310264438,-0.11590195659309,-0.0923391086382437,0.192814669448682,-0.151215710037353
"POMD",0.0268625017843469,-0.111459855012837,-0.16682747721815,0.0901609168749599,-0.10800005325192,0.111428725911827,-0.068066728566955,0.470071481200117,-0.0127131883466503,0.196446260061055,0.144320944317007,0.215184239886989,0.1182434070463,0.000937968657567373,0.137929136023677,0.157578933334157,0.172282975522881,-0.0214336495692127,0.183042988030603,-0.0378046288512253,-0.166715401640219,0.113187765146768,-0.294849726957532,-0.0387163056185394,0.123880372699218,-0.0670110250108354,-0.142252789779058,-0.0982502383699894,-0.212043140432632,-0.229359139657714,-0.0567011037347992,0.14607329822994,-0.0924299563395737,1,0.0371634139202408,-0.0725176789760743,0.201649576269883,0.205860784766674,0.198591610968625,0.0372160351136833,0.226951025019817,-0.0684279644585778,-0.0529141262471274,0.116773669510593,0.0306306384197993,0.348613333330393,0.0408866847336551,0.125713464762314,0.0477700423499737,0.108773308046876,0.135317998235881,0.0636498939635316,-0.107161806519791,0.202903598481841,0.054769857306651,-0.127662990226472,0.0701339946725554,-0.137504754388885,-0.187410322792011,0.214647639916441,0.212123851779118,0.0387228710331811,0.0686031429712496,-0.0369199219788462,-0.0835591290160795,-0.0674264477085417,0.25089113192112
"PRED",0.262765317181574,0.0457808659897973,-0.159220269998876,0.675357001415575,-0.082447587317973,0.177558257723717,0.0266119365819396,0.0970663704658626,0.0529012028670942,0.170017534100584,0.127263863121926,0.130433529627299,0.056855898511672,-0.00757940211316955,0.245453440671649,0.03520405709675,0.243609099250192,-0.0766637345792145,0.068626833370797,0.0449473701854362,-0.081516222672372,0.141837360829122,-0.32098474811419,-0.0769459247600987,0.0253740591356253,0.00581679487445674,-0.243756335073674,-0.000320742545462821,0.0333403932137137,-0.230666628542878,-0.010206078844446,0.155217382373818,-0.169263989420927,0.0371634139202408,1,-0.230627894021001,0.233543804066653,0.068622805297694,0.135710090039519,-0.0837249664311526,0.255877637635038,-0.0839402472765342,0.0534434520335222,0.132782967068532,0.0482478143368002,0.117015208679861,-0.0886305530695925,-0.0308892038649594,0.110653633571968,0.268028870224196,0.152690821307955,0.0944212689536042,-0.113032858569143,0.155983018427094,0.0835173594500108,0.113903629826016,0.0248110382656016,-0.108017804616103,-0.0538440491199269,0.312409320807708,0.17590350624387,0.0153316274968247,0.176969807380335,0.0186047368491559,-0.158065900587406,-0.132876335015893,0.323651780218665
"PRESP",-0.15917439328293,-0.0154177074247431,0.159271434285171,-0.280488815173763,0.0554473253427745,-0.191000964608965,0.0181050071518686,-0.182518018306763,-0.00525599850873453,-0.178434557692355,-0.255255677586997,-0.196772186409963,-0.138232952265237,0.0433877823304012,-0.114638300314266,-0.149584580632785,-0.16603888863277,0.168805890486772,-0.0806663241437129,-0.0977332270596944,0.159867528053553,-0.0555011003000124,0.20583939870019,-0.00631088324171352,0.0186125868694102,-0.0796290631071178,0.216643164832413,0.0122391339171635,0.115718984421106,0.169853386561308,-0.0469340120041074,-0.176171720661461,0.194470057542106,-0.0725176789760743,-0.230627894021001,1,-0.170083055095771,-0.123807314211984,-0.181454896634267,-0.0220191427834263,-0.138037616859039,0.0588208303687732,0.0702546566400171,-0.0238094648201191,0.0183682864886444,-0.141619779963753,-0.0905073886304686,-0.0454987401452587,-0.158398155213518,-0.117819801072395,-0.154123974828216,-0.0642999125831292,0.0514189920217929,-0.0993312644116622,-0.105301843891984,0.011523367805468,0.0482443187829373,0.198749964427789,0.0512971361615233,-0.248304949854751,-0.163016306511815,-0.0921680496037193,-0.112476732397849,-0.0807836177336067,0.07422632885245,0.0177848301880678,-0.247681479135455
"PRIV",0.215730249894555,0.256858519091263,-0.698824104233907,0.483130544085897,-0.347838615074608,0.302913005732475,0.00178346855601059,0.316317665356744,-0.31366828732683,0.714256855140045,0.30165874882494,0.586083524657873,0.562657957695153,-0.256082702175995,0.525515883830191,0.280256716651368,0.668835100638122,-0.233270415503226,0.672191828470304,-0.0156658480338383,-0.615650402253987,-0.0140895378730885,-0.716786539869444,-0.495146332771255,-0.148349608452466,-0.36054124892626,-0.224670592808765,-0.373558651564831,-0.473575742480645,-0.702545290702976,-0.181864050477668,0.515618190286638,-0.23585800665915,0.201649576269883,0.233543804066653,-0.170083055095771,1,0.172442957658424,0.441637835686978,-0.0151732204723637,0.460134117504843,-0.217815714440651,-0.0632471790710697,-0.162620971358383,-0.00521385372949118,0.617483950769579,0.365881700436901,-0.198597046738616,0.0157772575046746,-0.00489047988385673,0.775316093732829,0.132315568365681,-0.102334942427805,0.065259175308198,-0.0188651604125178,0.265827029350919,-0.219970245291317,-0.625443294954334,0.15557278397341,0.61317331095808,0.63219494608807,-0.0268824746348876,0.36818922185503,-0.190305395463976,-0.389955875750226,-0.10017180938596,0.609666716125198
"PRMD",0.0297416517236584,-0.057390841688293,-0.200599880351809,0.0896434723623852,-0.195563814144172,0.070148122079497,-0.0663490148306215,0.346663914983621,-0.155864257498983,0.19606105051961,0.109382081259127,0.143514209304107,0.126935616901723,-0.0143272172382467,0.107550682493509,0.120605995164698,0.24555272850522,-0.0178706146332475,0.0942392200507409,0.0195553737843462,-0.22642856971318,0.112313968071157,-0.242121271261089,-0.0522732980410119,0.000935278888053431,-0.131761862717319,-0.0960356962860804,0.0177810554037688,-0.202089435911704,-0.197294227975995,-0.0984858235652975,0.123053024564111,-0.0224552241705804,0.205860784766674,0.068622805297694,-0.123807314211984,0.172442957658424,1,0.188900680709054,0.160555108599729,0.123972348655571,-0.0422663155871957,-0.105797378950141,0.184196674247925,0.0343980880479969,0.150179368757006,0.0842212457980461,0.190418858568257,0.0202053236848838,0.105082402464469,0.224772709053491,0.0820736987334221,0.0301064632886547,0.318144718754847,0.135877442343472,0.0129548917338783,-0.0338022376445132,-0.127816317088592,-0.072669542167597,0.0922161047843842,0.159639893065681,-0.0465608633771414,0.139283280615172,-0.0979113930531287,-0.137960823768818,-0.0560524086500418,0.24300896444225
"PROD",0.139155089863431,0.249135824282584,-0.606569762503763,0.387003452959851,-0.357305980701347,0.272943775385152,-0.0610437647413688,0.332424949326106,-0.271251843605306,0.623526634124032,0.230165506015333,0.497719776336824,0.479776092757865,-0.202206588264183,0.415290850243668,0.216263018512663,0.48688189807734,-0.187950043489845,0.456062425201943,0.0149590405667783,-0.525382778382709,-0.0216743537699548,-0.575369446277352,-0.406650034128591,-0.0690161970939021,-0.344570427069234,-0.143772431817448,-0.344693494172713,-0.449306818926959,-0.583662683719768,-0.215616546334009,0.47956810368419,-0.157022634107539,0.198591610968625,0.135710090039519,-0.181454896634267,0.441637835686978,0.188900680709054,1,-0.0162394349125394,0.442952576690075,-0.188163299814036,-0.150782453697837,-0.156282258980858,0.0210559884345935,0.535123462491864,0.376291764160198,-0.133943220445686,0.0306913984730325,0.00313152730293396,0.408562722082204,-0.0560489144380099,-0.0807208332272674,0.184617012731325,-0.0533137156205728,0.143803609616896,-0.20076091389191,-0.547673000241231,0.048272870609475,0.509000173335061,0.393894421112722,-0.0204513508442879,0.324941305988474,-0.159109036536521,-0.353011626806134,-0.0226590628257783,0.479488720604543
"PUBV",-0.105078360693845,-0.209395057742536,0.0675579548943434,-0.131574112123456,0.0558434036766861,-0.0274507117233074,-0.0838979780987757,0.0572381255996865,-0.114110902873094,-0.0441337658224521,-0.0786661086319334,-0.0590314762611812,-0.0654321798804685,-0.0288533128850582,-0.145165944602447,-0.0408195816306767,-0.0467118418464651,-0.021805917497694,-0.0286460161064143,0.061753662929122,-0.108119479467308,0.0819836086215088,0.0922147451723863,0.0431885901426788,0.0136361162893885,0.0179174195600318,-0.027392419673461,0.151700319960914,-0.114786936501206,-0.0318513303605294,-0.0437726617495308,-0.149206923702266,-0.0718528124100587,0.0372160351136833,-0.0837249664311526,-0.0220191427834263,-0.0151732204723637,0.160555108599729,-0.0162394349125394,1,-0.162142741388007,-0.0207330148670843,-0.0177096021404037,0.00867894491582482,-0.00271787643108759,-0.0324943963380376,-0.00144422196545191,0.335373765281441,0.101805622091624,0.00819568141456768,0.266695592581951,0.319649288426254,0.127601002283462,0.150141525856536,0.180095272839554,0.19325739294289,0.0463783419581665,0.0315894032265788,0.228241320541218,-0.0592782654126335,0.122809267541817,0.0162167497301911,0.0221077693720881,0.0960339216717535,0.0130180881060404,-0.0292859389266038,0.0629447078864797
"RB",0.249230828762405,0.191966386865818,-0.607241522879718,0.542303854654552,-0.387761533240605,0.278765317175012,0.0711679709749928,0.292650706331663,-0.214901571981753,0.557991591044816,0.310604602864444,0.499736030047476,0.437162307518334,-0.0566092218785841,0.544306715268204,0.324509074868204,0.479051235421203,-0.220032142414143,0.378528036588318,0.130904281167686,-0.368667161843126,-0.0275089237898275,-0.681822064423702,-0.534748405873301,-0.00586512173869665,-0.433174602838465,-0.234427925534052,-0.199371093486641,-0.406934552758234,-0.549472871365779,-0.234209863526695,0.498043272526869,0.0479539310863419,0.226951025019817,0.255877637635038,-0.138037616859039,0.460134117504843,0.123972348655571,0.442952576690075,-0.162142741388007,1,-0.224102586854283,0.039998297435388,0.0495849648136675,0.094552657746454,0.470940487943539,0.303604565575884,-0.152769014289837,0.145105134475411,0.0282438603048306,0.354591897936565,-0.0563527341382596,0.0329206419208996,0.148211132037682,-0.0436057717974438,0.21104414129321,-0.0912791083529248,-0.377729648606031,0.0884885320435022,0.512185741409161,0.360460609420163,0.0522973724399105,0.36122247351392,-0.050571410516444,-0.443785533368493,-0.0052822739449097,0.517892052080136
"SERE",-0.142167156934104,0.0297866382516454,0.257853933633467,-0.224904304728697,0.139518892556553,-0.126728980585442,0.0465911687669349,-0.158810482106373,0.109683309762365,-0.265741474486815,-0.222031727734507,-0.296463757682008,-0.21604650393752,0.103441298009901,-0.159508096590042,-0.169736608848046,-0.205121404366488,0.170714088133492,-0.197869973554481,-0.129782043535175,0.22997118526382,0.0171511959989552,0.229980329452295,0.145778644202657,0.0595361906811187,0.103069059769485,0.0990389077621333,0.168056493937267,0.180166264180377,0.227428588208116,0.176077564101537,-0.198035004400511,-0.0474047969975284,-0.0684279644585778,-0.0839402472765342,0.0588208303687732,-0.217815714440651,-0.0422663155871957,-0.188163299814036,-0.0207330148670843,-0.224102586854283,1,0.0904242299300498,0.174069429972593,-0.0610424987106436,-0.21244018463437,-0.280826086345981,0.0239723815695397,-0.141246068414898,-0.0761806637330253,-0.236650051977413,-0.015295634991371,-0.0447642324979642,-0.0459494103717504,-0.0365129813824216,-0.135330308498878,0.162090270319828,0.259464093695901,-0.0338855569944877,-0.245548367348501,-0.181798325009659,-0.0652781090492466,-0.175114754899546,-0.0577468106069861,0.18985350461703,-0.107353416978295,-0.277402325144062
"SMP",0.021566829972397,-0.111560983541814,0.129388041246881,-0.00760760335014161,0.012591510808825,-0.0051192402436046,0.148599602238704,-0.0739771340658983,0.133810788970316,-0.15740460257745,-0.0158540711219287,-0.0955002640300037,-0.136350747349425,0.173844424937534,0.000314202949876568,-0.0487711468286419,-0.10205585545186,-0.00382531829281505,-0.107899627568274,0.0456142225043972,0.173759836661252,0.00791061711367404,0.0596933226867442,0.0276122649595718,0.0369761680065939,-0.00487754322548255,-0.0103199770246299,0.225451102405148,0.107171943804008,0.135547395377558,0.039657837740171,-0.0830185035900663,-0.0160574922455922,-0.0529141262471274,0.0534434520335222,0.0702546566400171,-0.0632471790710697,-0.105797378950141,-0.150782453697837,-0.0177096021404037,0.039998297435388,0.0904242299300498,1,0.0753932640192767,0.126433324041163,-0.194384697006577,-0.145613958982642,0.0372545673816619,0.186702417921531,0.0250474172992722,-0.0739768279272629,0.0796814850335898,0.0702453842895303,0.033987514677014,0.097576952788807,0.063755384569976,0.0898368215820026,0.18689643830786,0.0351585364208801,-0.0888399111499483,-0.0505528770906142,0.0141120393326052,-0.0866086035907918,0.129865639445131,0.0163407778255897,-0.0318328749787855,-0.0157059247073835
"SPAU",-0.0369548737379859,-0.199169451273695,0.328709376174167,-0.0708466465631387,0.22831028616185,-0.0130684108694102,0.000303990547467531,-0.0316095383456357,0.278099078982835,-0.313691991501848,0.0362805773520147,-0.204634239732071,-0.255696790523438,0.284054018046145,-0.0535868228219453,-0.102893470468505,-0.160605856753723,0.0654096196705198,-0.235268541417046,-0.0243831406151741,0.313536039652479,0.152926243970185,0.0919065562949051,0.265491952005365,0.172393258221097,0.225441703506821,-0.102583748648133,0.392042903475684,0.290206300308745,0.230001296797893,0.0995145212640494,-0.22877908875479,-0.0302899350129144,0.116773669510593,0.132782967068532,-0.0238094648201191,-0.162620971358383,0.184196674247925,-0.156282258980858,0.00867894491582482,0.0495849648136675,0.174069429972593,0.0753932640192767,1,0.167577204772367,-0.231738242936315,-0.309429383858525,0.101044722701398,0.0566341450776369,0.10366036719384,-0.20128010703964,0.156436459047129,-0.0170211305538897,0.141147395656189,0.146555658779701,-0.10378135062479,0.242452391721115,0.29216549897278,-0.116234020447877,-0.178747555617275,-0.12768931639565,-0.0251208627494159,-0.106819616450961,0.132815817476268,0.141677184924362,-0.0924531243546597,-0.145956768089548
"SPIN",0.0710250785147139,-0.0611771077091267,0.0306210741500062,0.0539321472978198,0.0154706314508154,0.0173322795664618,-0.0403953901867214,0.0501053466114518,0.133366573808584,-0.036295281972669,0.00616278781714589,0.0359230001682515,-0.0218750867221898,0.10912193907419,0.0890353107154729,-0.0163435243533208,-0.049325459234407,-0.0288391407807873,0.0288679194695122,0.00247945904267531,0.0829060434386106,0.0691834538283265,-0.0483322942193631,0.0849335015508506,0.0203538708231176,-0.00808140832026158,-0.0612965639101687,0.0118798601228376,0.0235574334250576,0.00339770910914,0.0344351211162692,0.0258762569719627,-0.0170983388173757,0.0306306384197993,0.0482478143368002,0.0183682864886444,-0.00521385372949118,0.0343980880479969,0.0210559884345935,-0.00271787643108759,0.094552657746454,-0.0610424987106436,0.126433324041163,0.167577204772367,1,-0.0183757325953803,-0.0304924037887825,0.0404744465709883,0.0231874982235133,0.0152029163813786,0.00889705382333931,0.0216827077083135,-0.0494476566630526,0.167642741162057,0.0162291507267021,-0.0467651996410848,0.0381323976859421,0.0228548507799666,-0.103480250999777,0.0370372639103064,0.00929001367587006,-0.00474452923538989,-0.0109035437306327,0.0120360894554645,-0.0145123676506021,0.0696537427445183,-0.00888242605425986
